"CN","type","plat","TP"
"C_2355","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2356","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2357","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2358","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2359","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2360","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2361","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2362","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2363","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2364","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2365","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2366","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2367","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2368","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2369","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2370","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2371","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2372","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2373","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2374","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2375","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2376","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2377","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2378","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2379","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2380","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2381","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2382","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2383","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2384","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2385","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2386","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2387","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2388","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2389","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2390","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2391","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2392","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2393","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2394","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2395","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2396","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2397","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2398","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2399","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2400","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2401","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2402","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2403","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2404","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2405","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2406","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2407","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2408","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2409","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2410","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2411","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2412","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2413","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2414","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2415","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2416","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2417","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2418","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2419","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2420","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2421","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2422","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2423","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2424","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2425","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2426","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2427","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2428","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2429","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2430","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2431","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2432","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2433","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2434","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2435","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2436","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2437","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2438","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2439","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2440","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2441","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2442","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2443","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2444","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2445","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2446","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2447","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2448","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2449","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2450","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2451","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2452","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2453","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2454","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2455","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2456","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2457","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2458","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2459","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2460","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2461","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2462","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2463","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2464","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2465","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2466","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2467","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2468","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2469","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2470","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2471","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2472","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2473","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2474","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2475","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2476","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2477","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2478","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2479","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2480","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2481","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2482","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2483","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2484","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2485","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2486","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2487","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2488","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2489","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2490","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2491","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2492","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2493","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2494","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2495","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2496","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2497","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2498","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2499","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2500","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2501","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2502","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2503","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2504","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2505","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2506","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2507","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2508","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2509","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2510","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2511","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2512","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2513","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2514","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2515","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2516","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2517","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2518","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2519","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2520","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2521","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2522","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2523","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2524","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2525","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2526","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2527","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2528","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2529","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2530","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2531","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2532","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2533","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2534","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2535","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2536","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2537","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2538","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2539","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2540","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2541","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2542","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2543","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2544","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2545","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2546","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2547","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2548","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2549","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2550","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2551","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2552","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2553","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2554","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2555","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2556","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2557","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2558","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2559","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2560","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2561","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2562","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2563","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2564","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2565","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2566","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2567","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2568","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2569","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2570","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2571","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2572","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2573","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2574","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2575","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2576","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2577","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2578","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2579","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2580","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2581","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2582","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2583","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2584","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2585","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2586","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2587","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2588","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2589","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2590","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2591","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2592","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2593","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2594","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2595","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2596","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2597","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2598","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2599","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2600","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2601","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2602","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2603","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2604","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2605","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2606","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2607","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2608","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2609","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2610","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2611","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2612","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2613","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2614","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2615","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2616","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2617","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2618","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2619","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2620","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2621","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2622","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2623","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2624","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2625","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2626","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2627","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2628","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2629","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2630","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2631","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2632","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2633","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2634","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2635","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2636","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2637","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2638","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2639","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2640","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2641","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2642","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2643","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2644","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2645","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2646","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2647","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2648","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2649","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2650","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2651","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2652","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2653","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2654","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2655","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2656","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
"C_2657","Solid tumor","Affymetrix_U133","Solid tumor_Affymetrix_U133"
